t,MV,MVP,MVI,MVD,SP,PV,DV,Man
2.000000000000000000e+01,1.000000000000000000e+02,1.085967135951199225e+02,1.399814223970847493e+01,-1.823511198417932189e+00,7.000000000000000000e+01,4.039999999999999858e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.100000000000000000e+01,1.000000000000000000e+02,1.079765778439889061e+02,1.457946696373250894e+01,-1.039348473176226140e+00,7.000000000000000000e+01,4.078000000000000114e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.200000000000000000e+01,1.000000000000000000e+02,1.065903920473430873e+02,1.515332873521839652e+01,-1.929943868457673295e+00,7.000000000000000000e+01,4.110000000000000142e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.300000000000000000e+01,1.000000000000000000e+02,1.054230776922729405e+02,1.572090591509321378e+01,-1.761816753767769805e+00,7.000000000000000000e+01,4.149000000000000199e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.400000000000000000e+01,1.000000000000000000e+02,1.040004133220311928e+02,1.628082374894204065e+01,-2.070760602404610129e+00,7.000000000000000000e+01,4.167999999999999972e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.500000000000000000e+01,1.000000000000000000e+02,1.033073204237082905e+02,1.683701010652179164e+01,-1.165862354295323922e+00,7.000000000000000000e+01,4.214000000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.600000000000000000e+01,1.000000000000000000e+02,1.016293060382949562e+02,1.738416236366062861e+01,-2.324293994957249865e+00,7.000000000000000000e+01,4.239000000000000057e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.700000000000000000e+01,1.000000000000000000e+02,1.007173416983963961e+02,1.792640478360331713e+01,-1.482172392814345763e+00,7.000000000000000000e+01,4.288000000000000256e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.800000000000000000e+01,1.000000000000000000e+02,9.892989159219521866e+01,1.845902392264155267e+01,-2.506997899748290237e+00,7.000000000000000000e+01,4.290999999999999659e+01,5.000000000000000000e+01,0.000000000000000000e+00
2.900000000000000000e+01,1.000000000000000000e+02,9.882045587140741816e+01,1.899105388121625282e+01,-4.664329184525226046e-01,7.000000000000000000e+01,4.335999999999999943e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+01,1.000000000000000000e+02,9.717892005959001267e+01,1.951424613283788290e+01,-2.186461158813441052e+00,7.000000000000000000e+01,4.361999999999999744e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.100000000000000000e+01,1.000000000000000000e+02,9.623047714609552372e+01,2.003233215377552057e+01,-1.511566412634289813e+00,7.000000000000000000e+01,4.388000000000000256e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.200000000000000000e+01,1.000000000000000000e+02,9.528203423260100635e+01,2.054531194402916228e+01,-1.424156780231786712e+00,7.000000000000000000e+01,4.422999999999999687e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.300000000000000000e+01,1.000000000000000000e+02,9.400528415674304483e+01,2.105141796220819472e+01,-1.838045970387357952e+00,7.000000000000000000e+01,4.467999999999999972e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.400000000000000000e+01,1.000000000000000000e+02,9.236374834492563934e+01,2.154868627343416065e+01,-2.364106922611282080e+00,7.000000000000000000e+01,4.517000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.500000000000000000e+01,1.000000000000000000e+02,9.057629823872446195e+01,2.203633130375567362e+01,-2.621222485862034990e+00,7.000000000000000000e+01,4.546000000000000085e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.600000000000000000e+01,1.000000000000000000e+02,8.951841960444214408e+01,2.251828092292965522e+01,-1.709611648272241879e+00,7.000000000000000000e+01,4.575000000000000000e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.700000000000000000e+01,1.000000000000000000e+02,8.846054097015982620e+01,2.299453513095610191e+01,-1.591543507041312200e+00,7.000000000000000000e+01,4.596999999999999886e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.800000000000000000e+01,1.000000000000000000e+02,8.765801235104909495e+01,2.346646868224993909e+01,-1.245532808711217410e+00,7.000000000000000000e+01,4.615999999999999659e+01,5.000000000000000000e+01,0.000000000000000000e+00
3.900000000000000000e+01,1.000000000000000000e+02,8.696491945272620683e+01,2.393467075727470217e+01,-1.058982194828283152e+00,7.000000000000000000e+01,4.642000000000000171e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+01,1.000000000000000000e+02,8.601647653923168946e+01,2.439776660161546928e+01,-1.365539906513953294e+00,7.000000000000000000e+01,4.686999999999999744e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.100000000000000000e+01,1.000000000000000000e+02,8.437494072741429818e+01,2.485202473900316988e+01,-2.302909852127342116e+00,7.000000000000000000e+01,4.722999999999999687e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.200000000000000000e+01,1.000000000000000000e+02,8.306171207796039369e+01,2.529921271082841372e+01,-1.999104077134057578e+00,7.000000000000000000e+01,4.732000000000000028e+01,5.000000000000000000e+01,0.000000000000000000e+00
4.300000000000000000e+01,1.000000000000000000e+02,8.273340491559689269e+01,2.574463314126304425e+01,-6.841259898728946354e-01,7.000000000000000000e+01,4.793999999999999773e+01,5.000000000000000000e+01,0.000000000000000000e+00
